Tweet Id,Tweet URL,Tweet Location,Tweet Posted Time (UTC),Latitude,Longitude
"""1223367859004461062""",https://twitter.com/unctarheels5633/status/1223367859004461062,"North Carolina, USA",2020-01-31 22:10:00,35.7595731,-79.01929969999999
"""1223366912144478210""",https://twitter.com/EnoughDisaster/status/1223366912144478210,"North Carolina, USA",2020-01-31 22:06:00,35.7595731,-79.01929969999999
"""1223366682443468802""",https://twitter.com/DebSmit27245398/status/1223366682443468802,"North Carolina, USA",2020-01-31 22:05:00,35.7595731,-79.01929969999999
"""1223366246890115074""",https://twitter.com/dek8000/status/1223366246890115074,"North Carolina, USA",2020-01-31 22:03:00,35.7595731,-79.01929969999999
"""1223365974449102848""",https://twitter.com/mcroff1958/status/1223365974449102848,"North Carolina, USA",2020-01-31 22:02:00,35.7595731,-79.01929969999999
"""1223365925417685005""",https://twitter.com/BigE34me/status/1223365925417685005,Currtuck N.C.OuterBanks Maga ,2020-01-31 22:02:00,35.5584932,-75.4665158
"""1223365807763267590""",https://twitter.com/web_char/status/1223365807763267590,"Charlotte, NC",2020-01-31 22:01:00,35.2270869,-80.8431267
"""1223365553219231744""",https://twitter.com/mnemecek/status/1223365553219231744,"Raleigh, NC",2020-01-31 22:00:00,35.7795897,-78.6381787
"""1223365059449061388""",https://twitter.com/web_char/status/1223365059449061388,"Charlotte, NC",2020-01-31 21:58:00,35.2270869,-80.8431267
"""1223364923893469184""",https://twitter.com/AGKootenay/status/1223364923893469184,"Charlottesville, VA",2020-01-31 21:58:00,38.0293059,-78.47667810000002
"""1223364777713467393""",https://twitter.com/tehmimzy/status/1223364777713467393,"Charlotte, NC, USA",2020-01-31 21:57:00,35.2270869,-80.8431267
"""1223364483915173892""",https://twitter.com/Dawnsfire/status/1223364483915173892,"North Carolina, USA",2020-01-31 21:56:00,35.7595731,-79.01929969999999
"""1223364089440866307""",https://twitter.com/justinzmom16/status/1223364089440866307,"North Carolina, USA",2020-01-31 21:55:00,35.7595731,-79.01929969999999
"""1223363702885441537""",https://twitter.com/mom_grateful/status/1223363702885441537,North Carolina at present,2020-01-31 21:53:00,35.7595731,-79.01929969999999
"""1223363546081136640""",https://twitter.com/aschaefe29/status/1223363546081136640,"North Carolina, USA",2020-01-31 21:52:00,35.7595731,-79.01929969999999
"""1223363324601143302""",https://twitter.com/Plebo5/status/1223363324601143302,"North Carolina, USA",2020-01-31 21:52:00,35.7595731,-79.01929969999999
"""1216803653073264640""",https://twitter.com/VIGILINT_/status/1216803653073264640,"Raleigh, NC",2020-01-13 19:26:00,35.7795897,-78.6381787
"""1216801209786556417""",https://twitter.com/interestedmaga/status/1216801209786556417,"North Carolina, USA",2020-01-13 19:16:00,35.7595731,-79.01929969999999
